,datetime,floe_id,x,y,longitude,latitude,u,v,bearing,speed,u_wind,v_wind
453,2011-06-25,2011_1754,668676.08211,-1378748.9248,-19.12719,75.92346,-2.1804907488235325e-05,1.951455758006771e-05,311.82732506582704,2.9262124805220126e-05,-1.5509999990463257,0.2709999978542328
454,2011-06-26,2011_1754,668673.65125,-1378748.22985,-19.12726,75.92348,0.0,0.0,90.0,0.0,-1.2519999742507935,1.1089999675750732
455,2011-06-27,2011_1754,668673.65125,-1378748.22985,-19.12726,75.92348,0.0,0.0,90.0,0.0,-1.0410000085830688,-0.5199999809265137
456,2011-06-28,2011_1754,668673.65125,-1378748.22985,-19.12726,75.92348,0.0,0.0,90.0,0.0,-1.1230000257492065,0.34200000762939453
457,2011-06-29,2011_1754,668673.65125,-1378748.22985,-19.12726,75.92348,0.0,0.0,90.0,0.0,-0.37599998712539673,1.065000057220459
458,2011-06-30,2011_1754,668673.65125,-1378748.22985,-19.12726,75.92348,0.0,0.0,90.0,0.0,-0.39399999380111694,0.7889999747276306
459,2011-07-01,2011_1754,668673.65125,-1378748.22985,-19.12726,75.92348,0.0,0.0,90.0,0.0,-1.5529999732971191,-1.8539999723434448
461,2011-06-20,2011_1756,739994.68867,-1099372.45797,-11.05525,77.81134,-0.0715753704063226,-0.027740424573067753,248.81519253251724,0.07676304321935357,2.2249999046325684,0.15800000727176666
462,2011-06-21,2011_1756,736202.83691,-1104813.93027,-11.32211,77.78931,-0.0844431313379253,-0.029399951256875848,250.8037871705141,0.08941476144385097,0.27799999713897705,-2.375999927520752
463,2011-06-22,2011_1756,731540.0055,-1110973.50454,-11.63639,77.76594,-0.07507297558051904,-0.07035491426928878,226.85817328173076,0.10288714994765956,-0.6200000047683716,-2.0980000495910645
464,2011-06-23,2011_1756,729465.62444,-1119617.53486,-11.91319,77.71016,-0.07801545143337818,-0.07382699270855696,226.58005997802408,0.10740966211073895,-1.0870000123977661,-0.9580000042915344
465,2011-06-24,2011_1756,727300.06178,-1128641.52256,-12.20214,77.65192,-0.03954483480900458,-0.07231660582826596,208.67112832356867,0.08242260271668356,-1.0670000314712524,2.819999933242798
466,2011-06-25,2011_1756,727812.53092,-1135744.37216,-12.34725,77.59485,-0.026021590861720355,-0.07737046175475115,198.58905925435678,0.08162910965530727,0.1289999932050705,3.503000020980835
467,2011-06-26,2011_1756,729526.35083,-1142585.72988,-12.44227,77.53382,0.017954888726471573,-0.09353119735544585,169.1333068560853,0.09523897788155508,1.2999999523162842,2.884999990463257
468,2011-06-27,2011_1756,735182.69779,-1148562.0483,-12.37712,77.46006,0.04082893665550686,-0.15420536231966298,165.1700929155087,0.15951895133982646,0.2370000034570694,0.7350000143051147
469,2011-06-28,2011_1756,745336.50162,-1157881.69681,-12.23182,77.33843,0.04289529411334584,-0.16348957632881397,165.29848953428962,0.16902321682314986,1.0140000581741333,-0.30300000309944153
470,2011-06-29,2011_1756,756098.4446,-1167753.16527,-12.07769,77.20956,0.02305173450622991,-0.17406300148774134,172.45603098290803,0.1755827752106315,3.2100000381469727,0.41499999165534973
472,2011-06-20,2011_1757,753167.92297,-1366906.27198,-16.14515,75.66581,-0.036696383147776374,-0.046153404772852846,218.48806625299562,0.05896406794188476,1.9179999828338623,1.8250000476837158
